word, count
šuh,3
Ina-šar-Bel-allak,3
Marqasaya,3
išpartu,3
Ahat-abiša,3
Zikirtaya,3
ṭiābu,3
titūru,3
šipru,3
našāqu,3
enšu,3
passuku,3
Ubase,3
lētu,3
naglabu,3
bubūtu,3
šapālu,3
zāratu,3
Qappataya,3
Bit-Sibitti,3
Ilu-piya-uṣur,3
pahru,3
kizzatu,3
Nabu-mušallim,3
šallūru,3
erēnu,3
šurmēnu,3
ūmussu,3
ṣullû,3
dīru,3
Raṣappaya,3
mašqû,3
daprānu,3
qatāru,3
Hubuškia,3
Samirinaya,3
Dadi-ibni,3
Dur-Ladini,3
Bit-Amukanni,3
Dugul-pan-ili,3
Huziru,3
Bel-epuš,3
Nabu-ahu-ereš,3
ša-irti,3
Aššur-bani-ahhe,3
Šarrat-samme-ilaʾi,3
Adda-hutni,3
Kusayu,3
išpatu,3
kasūsu,3
Menaheme,3
nignakku,3
Kusaya,3
Nikkal-iddina,3
rabrabānī,3
Gaddiya,3
aptu,3
ša-bēt-šumēli,3
Riba-ahhe,3
Tarhundapi,3
Marduk-eṭir,3
Šumma-Nabu,3
Zakiru,3
Idraya,3
Ṣillaya,3
Abda,3
Qurdi-Issar,3
Mušezib-ilu,3
Palhu-ušezib,3
Ubbuku,3
Urdu-ahhešu,3
Ṣil-Aššur,3
raggimu,3
parkullu,3
Akkadu,3
nakkamtu,3
Ubru-Adad,3
takpītu,3
rukkusu,3
nehsu,3
tīrānu,3
mušarû,3
kīsu,3
aban-lamassi,3
šubû,3
terdītu,3
Bayadi-il,3
mukallimtu,3
Alihu,3
ṭīmu,3
gammidatu,3
harīru,3
Šulmu-beli-lamur,3
kallu,3
lummu,3
gabbubu,3
šītu,3
sarhu,3
tallulu,3
Harranaya,3
Ilu-taklak,3
kasânītu,3
ušamītu,3
Abdi-Milki,3
nēmedu,3
māmītu,3
ahû,3
bītānû,3
arû,3
Akkullanu,3
napšaštu,3
Bel-naṣir,3
kiṣirtu,3
Bit-Ammanaya,3
Bet-Nayalani,3
ayyalu,3
mahīru,3
Laṣ,3
Abdi-Samsi,3
diglu,3
ūʾa,3
takālu,3
nūru,3
šēlūʾutu,3
rapādu,3
ikkû,3
nawru,3
ikkillu,3
tamlīu,3
herṣu,3
sippu,3
ayyābu,3
nēmelu,3
hallālāniš,3
enguratti,3
barāmu,3
Kissik,3
Kusu,3
Kar-Mullissu,3
Hamede,3
Kar-Salmanu-ašared,3
liginnu,3
Sin-ahu-iddina,3
Aya-rapa,3
Našuh-qatar,3
Našuh-idri,3
Kankanu,3
maṣṣar-qabli,3
Halmusu,3
Samsi-ilaʾi,3
ša-kubšēšu,3
Mannu-ki-ili,3
Ašira,3
Il-Dadi,3
Našuh-dala,3
Attar-idri,3
Immirina,3
Mar-šarri-ilaʾi,3
Azi-il,3
talpittu,3
Zar-Issar,3
Adad-dan,3
Issaran-mušallim,3
Ahi-ramu,3
Sumaya,3
ša-UD.MEŠ,3
Šarru-metu-uballiṭ,3
tēlītu,3
Sagibi,3
maʾuttu,3
Ṣi-hu,3
Baya,3
Urdu-Aya,3
Mušallim-Aššur,3
Bassi,3
Suhayu,3
Nabu-dur-beliya,3
Nabu-iddina,3
Ahuʾa-amur,3
Ṭabu-ahhe,3
Lu-balaṭ,3
Nergal-šallim,3
Nergal-ašared,3
Ubri,3
Bel-ilaʾi,3
Nabu-kaṣir,3
Ubru-Harran,3
Marduk-iddina,3
Ša-Aššur-dubbu,3
indi,3
Gallulu,3
Nergal-dan,3
Qiti-ilani,3
Nabu-tabni-uṣur,3
Aššur-ahu-uṣur,3
bīʾu,3
Bit-Hamban,3
La-ṣahittu,3
Tarditu-Aššur,3
Yahuṭu,3
Sin-ilaʾi,3
kunāšu,3
Saka-il,3
Nergal-uballiṭ,3
Basasu,3
pūru,3
Nabu-ahhe-iddina,3
Mannu-ki-Issar,3
Adad-aplu-iddina,3
Pišermu,3
Dur-Atanate,3
Azari,3
Arragdi,3
Ṣil-Nabu,3
Nabu-eṭiranni,3
Habil-kenu,3
dumāqū,3
Bit-Ninurta,3
sunqu,3
arāru,3
Issar,3
saharšubbû,3
Ribati,3
Urdi,3
Ṭab-šar-Issar,3
Nabu-kenu-balliṭ,3
Gabbu-ilani,3
Tatti,3
La-dagil-ili,3
Raši-ili,3
qubūru,3
Nergal-apil-kumuʾa,3
ālik-ilki,3
šahṭu,3
ša-gaṣṣātēšu,3
šaṣbutu,3
ašarēdu,3
hīrtu,3
lemēnu,3
Bel-tarṣi-ilumma,3
mīšaru,3
mušammihu,3
gimillu,3
ridûtu,3
bitqu,3
ākilu,3
zāʾeru,3
ṣehēru,3
Bel-lamur,3
Issar-tariba,3
Ipparšidu,3
Libluṭ,3
hāwiru,3
emēmu,3
simdu,3
kakkallu,3
bēl-zīzi,3
eṣemṣēru,3
šisītu,3
Kar-Tukulti-Ninurta,3
bašālu,3
harmāku,3
Hindanaya,3
lemnu,3
kallātu,3
Abu-ilaʾi,3
Ezida,3
dayyānu,3
lamādu,3
šunūti,3
Attar-yati,3
Sin-kenu-uṣur,3
Arwas-maʾadi,3
Našuh-maʾadi,3
diri-Addari,3
Putaya,3
Naṣir-edi,3
Šarru-isseʾa,3
zêru,3
Aṣe,3
mārūtu,3
Milki-ramu,3
Nabu-mar-šarri-uṣur,3
Ša-la-ili-mannu,3
hamru,3
Ubru-ahhešu,3
Yamani,3
Ṣallam-šarri-iqbi,3
Šulmu-mat-Aššur,3
Urdu-Aššur,3
Qurdi-Adad,3
Mutakkil-Marduk,3
Maganiṣi,3
Balaṭaya,3
Gabbu-ina-qat-ili,3
Gabbu-ilani-ereš,3
Aššur-šallim,3
Šalamu,3
Mannu-lu-šulmu,3
Belet-uṣalla,3
Aššur-nadin-ahi,3
Bel-Harran-ahu-uṣur,3
Seʾ-ayali,3
Nabu-ušabši,3
Inurta-ahu-iddina,3
Šulmu-mati,3
Ha-bašti,3
Bel-ereš,3
Kukkullayu,3
Samaku,3
Marduk-uballiṭ,3
Kuti,3
akkullu,3
Aššur-belu-udaʾʾan,3
kudāru,3
Nabu-šapik-zeri,3
Adad-abu-uṣur,3
Lulabbir-šarrussu,3
yarhu,3
Irbuaya,3
Bani-ahhe,3
Adad-ereš,3
Lahiraya,3
Šamaš-taklak,3
Ereš-ilu,3
Nabu-ereš,3
Ammi-kenu,3
Dur-Kurigalzu,3
etāku,3
Karalla,3
riāhu,3
Naṣib-il,3
Bit-Dakkuri,3
Burati,3
pattû,3
Kulumanaya,3
herû,3
Nabu-balliṭanni,3
Bubilu,3
Hatallaya,3
Irtukkanu,3
Asrukanu,3
Nikkur,3
Araši,3
niksu,3
Radmanu,3
Batulu,3
Uriakka,3
Ilumma-taklak,3
Zeru-iddina,3
hatanu,3
pakku,3
Itti-Šamaš-balaṭu,3
tukkulu,3
Belet,3
samû,3
marāṭu,3
Iyaze,3
hakāmu,3
puṭṭuru,3
anāqutu,2
radāpu,2
Argite,2
Labaʾu,2
tīlu,2
innû,2
Ilu-biʾdi,2
Mita,2
pašāru,2
Urpalaʾa,2
Kilar,2
Atunnaya,2
mazāʾu,2
Kišaya,2
rīmu,2
līṭu,2
eṣēru,2
Hazzataya,2
hušû,2
narmaktu,2
Zarana,2
Aridu,2
Ilhini,2
Bur-šarri,2
imeru,2
tēgirtu,2
Zaba,2
šiāṣu,2
Tastiati,2
rūqu,2
littūtu,2
āliku,2
manāhtu,2
Sumurzu,2
qātā-,2
Banitu,2
Metunu,2
Nabu-dur-maki,2
Aššur-šarru-ibni,2
urdānūtu,2
perru,2
Saraga,2
patiu,2
Parak-šimati,2
Balṭi-iqbi,2
šēpītu,2
Marqasa,2
Aššur-balti-niše,2
Sinu,2
kinattu,2
Gambulu,2
Šamaš-upahhir,2
šurīnu,2
abālu,2
ayyekamēni,2
Arpaddaya,2
Pan-Aššur-lamur,2
Ullusunu,2
mukillu,2
dalāhu,2
Laqaya,2
naksu,2
iššanû,2
Gurdi,2
mazzaztu,2
kinūnu,2
ūru,2
sêru,2
Hamranaya,2
mīlu,2
qirsu,2
gišru,2
bādu,2
huzīru,2
Anu,2
pitūtu,2
ubānu,2
Seʾ-lukidi,2
Dur-Yakin,2
rāšû,2
Raʾsunu,2
Til-Barsipaya,2
Zari,2
paṭīru,2
Anisu,2
Nabu-riba-ahhe,2
rību,2
līdiš,2
Kaqqadanu,2
Hubuškaya,2
Arzabiaya,2
huṣābu,2
zūku,2
Nabataya,2
Nampigu,2
Akburu,2
Hesa,2
Sin-iddina,2
rakābu,2
erbêšu,2
taʾʾumu,2
Halzi-atbar,2
Naʾdi-ilu,2
nākisu,2
Surmarrati,2
mâdu,2
Tartara,2
Bit-Ištar,2
tillu,2
Aššur-nadin-ahhe,2
Epa,2
Upumu,2
Nemed-Issaraya,2
šaluššani,2
Eber-nari,2
Nabu-eṭir-napšati,2
Suhaya,2
Ahu-illika,2
Laqe,2
warkītu,2
âdu,2
birhu,2
māhāzu,2
Dinanu,2
Bar-Ṣaruri,2
kurdiššu,2
pūhu,2
kūṣu,2
dannatu,2
kanīku,2
Nabu-deni-epuš,2
harāṭu,2
Arraphaya,2
epertu,2
gerru,2
kūnu,2
seʾru,2
Nur-Sin,2
Melidi,2
ešēru,2
Gargamisaya,2
tidintu,2
Dur-Balihaya,2
gizzu,2
hubbulu,2
Patti-Illil,2
gerdu,2
Naṣiru,2
Inurta-ballissu,2
Ṣi-Huru,2
Puglu,2
Inurta-alik-pani,2
arkatu,2
huzūnu,2
kupītu,2
Nabu-mušeṣi,2
Adda-idri,2
Seʾ-maʾadi,2
Nadin,2
maʾāssu,2
Aya-yababa,2
ša-qāti,2
dalû,2
Ṣurriya,2
kurgarrātu,2
lahhinutu,2
Buda,2
Pumu,2
Ubru-Sin,2
Marduk-šimanni,2
Adad-leʾi,2
Sin-bel-šumati,2
Marduk-šallim,2
Aya-ramu,2
Nabu-ahhe-balliṭ,2
Issar-šumu-ereš,2
Kiṣir-Nabu,2
Nabu-gamil,2
Bel-ušezib,2
Asqudu,2
Sin-balassu-iqbi,2
Nabu-šarrani,2
Aššur-alik-pani,2
Šamaš-šarru-uṣur,2
Silim-Taqumu,2
Šaši,2
Nabu-reṣuwa,2
Mannu-ki-Harran,2
Abdi-ilim,2
Ubru-Nergal,2
Gulusu,2
Ubru-ahhe,2
Hadidu,2
Šappulu,2
Puṭi-Širi,2
Nergal-uballit,2
Ahu-lešir,2
Ubru-Sebetti,2
Hur-ši-Ešu,2
Lu-terik-šarrussu,2
Hani,2
Bel-bani,2
Puti,2
ša-salāʾi,2
kišukku,2
kigallu,2
Nanaya,2
ebbu,2
Mar-biti,2
Gilua,2
kurinnu,2
Arzezu,2
Bel-Harran-šarru-uṣur,2
Akkadayu,2
mudakkiu,2
ṭūdu,2
nittu,2
irṣiṣu,2
šamnu-ṭābu,2
mēṣu,2
ṭurru,2
ēru,2
turminabandû,2
pendû,2
qapīru,2
Qarnina,2
Amidu,2
haštu,2
Ishur-māda,2
kalûtu,2
Šibaniba,2
Šudu,2
hûratu,2
miqtu,2
kitturru,2
uṣurtu,2
Seʾ-rahi,2
asallu,2
dūdu,2
taphu,2
Biʾisi,2
harû,2
kirru,2
Šeruʾa-eṭerat,2
Aššur-mukin-paleya,2
ēqūtu,2
mulappitu,2
kindabašše,2
egizaggû,2
Azri-Yau,2
Kabtaya,2
šunannu,2
Dadi-ilaʾi,2
takpu,2
Šamaš-ibni,2
sukku,2
šušippum,2
kundirāšu,2
nipšu,2
sanbuku,2
mukarrisu,2
gāgu,2
Musku,2
šiltāhu,2
kaššāpu,2
kippatu,2
huṭāru,2
uruthū,2
asu,2
dannatti,2
qurrubu,2
ašnugallu,2
Ṣimirraya,2
Arubu,2
qudāšu,2
Sin-šar-ahhešu,2
Ninuaya,2
šakkullu,2
guhlu,2
Sebetti,2
Dilbat,2
Išum,2
Dadaya,2
raggimtu,2
šigāru,2
rīšu,2
agû,2
bâšu,2
qatû,2
hassu,2
kakkišu,2
sūnu,2
nirriṭu,2
taqnu,2
narʾamtu,2
agarinnu,2
ṣarṣaru,2
šaqû,2
mašû,2
kapāpu,2
laqātu,2
šarratu,2
bêlu,2
adammūmu,2
šarbu,2
tārītu,2
eṣēnu,2
maqlūtu,2
banû,2
izīru,2
gattu,2
dalālu,2
binûtu,2
lapātu,2
kâšim,2
šaptu,2
atāru,2
Barzib,2
birītu,2
Yauna,2
Uru,2
Isin,2
Yasubu,2
Mat-Nagir-ekalli,2
Singara,2
Duʾru,2
šandabakku,2
Sulaya,2
Bel-ipuš,2
Samsi,2
Hašilanu,2
paʾṣu,2
Til-abna,2
Il-nuri,2
Idri-Anu,2
Seʾ-idri,2
Rahima,2
Seʾ-aqaba,2
Il-Našuh-milki,2
Ilu-ittiya,2
Kul-ba-yadi-il,2
Seʾ-dilini,2
Paliṭu,2
Til-lini,2
Našuh-dilini,2
Remanni-Nabu,2
Hansuri,2
Uasi,2
Zabda,2
Abi-hari,2
Halama,2
Seʾ-ahadi,2
Kapar-Urdi,2
Samsi-idri,2
gallābu,2
Seʾ-saka,2
Seʾ-mataʾ,2
Til-rapšiaya,2
Ter-dala,2
Nabu-ušallim,2
Aya-abu,2
kaṣru,2
Kurza,2
Sura,2
Seʾ-manani,2
Salamu,2
Aha,2
Abu-duri,2
Halule,2
Nuranu,2
ālidu,2
Ilu-ukallanni,2
Aššur-eṭir,2
hahhu,2
Abi-ramu,2
Bel-abuʾa,2
līdānu,2
Ṭuri,2
Luʾamma,2
kiništu,2
Dunni-Šamaš,2
Igli,2
Ezibtu,2
Uburtu,2
Aramu,2
Munnabitu,2
Ukkayu,2
Kiribtu,2
Abu-lamur,2
Kubabu-ilaʾi,2
Šumu-iddina,2
Kutaya,2
Kar-Aššur-ahu-iddina,2
Šamaš-šezib,2
Susanu,2
Aplu-uṣur,2
Šamaš-abu-uṣur,2
Šep-Issar-aṣbat,2
Nabu-belšunu,2
Nušku-iddina,2
Ilu-naʾdi,2
Aššur-šezibanni,2
Milki-Il,2
Marduk-ereš,2
Marduk-šumu-ibni,2
Qilti,2
Belet-Babili,2
Šamaš-nuri,2
Bel-isseʾa,2
Ahu-leʾuti,2
Adda-saka,2
Šumu-ken,2
Ṣil-Mullissu,2
Šimu,2
Qaritayu,2
qallalu,2
Yadiʾ,2
Abu-iddina,2
Šahuppa,2
Harhar,2
Kurbanu,2
buṭumtu,2
Eriba-Adad,2
zakru,2
Ahhešaya,2
Šimki-Aya,2
Dur-maki-Issar,2
summuhu,2
Gagi,2
Tuatti,2
Hanubuni,2
Ašhitu,2
Kalu,2
Puli,2
Hili,2
Uluanda,2
Sare,2
Maturaba,2
Babiti,2
Radanu,2
Barzundi,2
Nappigi,2
Sizini,2
Dur-Tukulti-apil-Ešarra,2
ša-pān-nērebi,2
Ahi-pada,2
šašallu,2
tallultu,2
umma,2
Nabu-šumu-kaʾʾin,2
Qisaya,2
Šamaš-abuʾa,2
Marrutu,2
Adda-imme,2
Harbate,2
šâtunu,2
qību,2
ezzu,2
šallatu,2
harimtu,2
Ṣil-Bel-dalli,2
Remanni-Šamaš,2
Salim-kenu,2
Nabu-mudammiq,2
gašru,2
qardu,2
zumru,2
arratu,2
napšuru,2
halāpu,2
Dudu,2
Aššur-matka-daʾʾin,2
Issar-remanni,2
Harra,2
Bel-ukin,2
Nuri,2
Awira,2
Adad-uballiṭ,2
Yatama,2
Gugi,2
Biʾa,2
Nabu-zeru-iqiša,2
Inurta-abu-uṣur,2
Eṣidayu,2
zamru,2
Banitu-tereš,2
Asalluhi-duri,2
Gabbu-ana-Issar,2
Mariddi,2
Bel-Harran-isseʾa,2
Nanna,2
Adda-sagab,2
Šamaš-leʾi,2
Abi-nuri,2
Issar-emuqaya,2
Ki-lamši,2
muṣappiu,2
Sasu,2
šūt,2
gaṭṭaʾa,2
ša-muhhi-bīt-šarri,2
aqû,2
Il-yaba,2
annanna,2
qīštu,2
eššiš,2
tanittu,2
lapān,2
nikiltu,2
ekletu,2
labāru,2
kabattu,2
abbūtu,2
ṭehû,2
ušallu,2
rīmūtu,2
maʾʾuttu,2
nammušīšu,2
ṣabābu,2
bāntu,2
arkānu,2
sīhu,2
ēdiš,2
Ṭab-šar-papahi,2
šuātina,2
sahhurtu,2
Ahu-uqur,2
Šamaš-isseʾa,2
Ereš-Issar,2
Adad-ilaʾi,2
Iqbi-ilu,2
Mat-Šumeri,2
Tuqun-mati,2
talbītu,2
naparkû,2
aššum,2
Al-apiani,2
Qannunu,2
mušarbû,2
mādiš,2
Al-erib-beti,2
kīmū,2
mahrû,2
baṭālu,2
Burallu,2
qeršu,2
samīdu,2
ša-muhhi-kezrēti,2
muterru,2
zagmukku,2
ilūtu,2
nakliš,2
Nabu-zaqip-enši,2
Urdu-Gula,2
mazzizu,2
Aššur-šimanni,2
Aššur-isseʾa,2
Kakkussu,2
gaṣṣatu,2
Huburtaya,2
Kiṣirtu,2
šerʾānu,2
erru,2
bugurru,2
Tukulti-Ninurta,2
Ešarra-hammat,2
enû,2
qiāpu,2
Nabu-hamatuʾa,2
Awianu,2
Ṣabat-lukun,2
eṭûtu,2
Kenu-Adad,2
Rahimi-Dadi,2
Il-gabir,2
Ahata,2
Seʾ-qatar,2
kanwartu,2
šaplû,2
Aššur-belu-kaʾʾin,2
andurāru,2
Nabu-isseʾa,2
Hallabeše,2
Musallamu,2
Abdi-Kurra,2
Kenu-ahhe,2
Labaṭi,2
Ṭab-Dadi,2
Dugul-ana-ili,2
Adad-bel,2
tarāṣu,2
Nabu-šallimšunu,2
Urdu-Baniti,2
Šamaš-daʾʾinanni,2
Takilati,2
Uqur-ahhe,2
Mudabirayu,2
Nabu-ušezib,2
Hu-bašati,2
Indu,2
Raʾu,2
Bel-šarru-ibni,2
Ilu-šumu-kaʾʾin,2
Marduk-ibni,2
Dadusu,2
Kilizaya,2
Bazuzu,2
zuqiqīpu,2
šapartu,2
Bel-ahhe,2
isqu,2
Isanayu,2
Nahiri,2
Tiurame,2
Kuluʾ-Issar,2
Issar-metu-balliṭ,2
Mannu-ki-Inurta,2
ārišūtu,2
muttatu,2
Nergal-abu-uṣur,2
Iqišaya,2
Ibnaya,2
Uqupu,2
Puhur-lešir,2
Pi-san-Eši,2
Marduk-naṣir,2
Danni,2
Marduk-naʾdi,2
Nabu-ašared,2
Nabu-raʾim-ketti,2
Aššur-daʾʾin-šarru,2
Marduk-zeru-ibni,2
Šiddiasika,2
Šarru-šumu-kaʾʾin,2
Aššur-kettu-iram,2
Apladad-killanni,2
Reṣa,2
Busi-ili,2
Ubraki,2
Minu-epuš-ilu,2
Nabu-dur-beli,2
šarāqu,2
Bit-Hurapi,2
Hubabaya,2
Aššur-šallimšunu,2
Ata,2
Tardiya,2
ša-šīmi,2
Nabu-nammir,2
šīmu,2
Šamaš-dala,2
Zarpi,2
Belanu,2
Hirana,2
Uznanu,2
Sin-belu-uṣur,2
Duri-Aššur,2
Nabu-daʾʾinanni,2
Seʾ-immi,2
Diši,2
Salmanu-imme,2
ša-husīni,2
Šamaš-ereš,2
Amu-rṭeše,2
Nihti-Eša-rau,2
Atiʾ,2
Kišqaya,2
Mannu-ki-Allaya,2
Abdunu,2
Balaṭu-ereš,2
Aššur-šallim-ahhe,2
Iqbi-Bel,2
Ahi-gedi,2
Nadinu,2
Bardi,2
Dayyanu-Adad,2
Aširu,2
Al-radi-imari,2
Ša-Ṣillaya,2
Bel-Ingal-duri,2
Ammini-ili,2
Abdi-Dada,2
Nušku-emuranni,2
Seʾ-dala,2
Rehanu,2
Ṣil-Aššur-allak,2
Ubru-šarri,2
zaqpu,2
Mardiane,2
Kapar-Diqarati,2
Nabu-kabti-ahhešu,2
Bulalu,2
hīpu,2
Nušku-ahu-iddina,2
Kapar-Bahaya,2
Mar-suri,2
Ahi-yaqar,2
Ina-šar-Nergal-allak,2
Sin-uballiṭ,2
Nabu-ilaʾi,2
Liphur,2
Sariuni,2
Samanaya,2
Baʾalti-yabatu,2
Atar-ili,2
Bel-šimanni,2
Upaqu,2
Marduk-ahu-iddina,2
Buraqa,2
Gilgameš-edašu-šakšid,2
Mannu-ka-Seʾ,2
Kapar-Bit-sasana,2
Aduni-Baʾal,2
Qumbatu,2
Bit-Šelebuna,2
Ahi-Yau,2
La-tubašanni-Dadi,2
Marduk-nadin-apli,2
Nabu-tukulti,2
Parnu-uarri,2
Zeru-samaʾ,2
himsātu,2
Karallaya,2
Niya,2
Uaksatar,2
samku,2
Il-pada,2
hanāqu,2
Isuqaya,2
agru,2
urpu,2
harru,2
ālāyû,2
kādu,2
Hau,2
kīdānu,2
Hunnuru,2
Madaktu,2
Umman-mina,2
Bur-Sila,2
Mahumaya,2
Bit-Amukannaya,2
Yasumu,2
pašāhu,2
Malakaya,2
Barsipitu,2
Kipre,2
qarnu,2
Akkuddu,2
Šaparda,2
Zabgaga,2
Zalipaya,2
Naṣibi,2
Dasukku,2
Šingibutu,2
Hazannu,2
Saʾeru,2
Kiš,2
Sapia,2
Aššur-reṣiwa,2
Sabhanu,2
Šidada,2
Arranu,2
mušašnītu,2
labānu,2
Turna,2
Labdudaya,2
hursānu,2
laššūtu,2
Larakaya,2
Mušezibu,2
sikkatu,2
Karakku,2
sapāqu,2
Luhutaya,2
Nergal-belu-uṣur,2
Nadin-ahhe,2
Pillat,2
Gabe,2
Bit-Imbi,2
Malaku,2
Baga-parna,2
bātiqu,2
ša-arīti,2
battatayya,2
sāru,2
zaʾānu,2
Bamba,2
Arda,2
Adad-killanni,2
Neri-Yau,2
Palṭi-Yau,2
Zaza,2
ṭātu,2
ayyiša,2
ša-ṣilli,2
qulālu,2
Paʾe,2
nâlu,2
Nasiʾ-bar,2
hallupu,2
marāqu,2
mašālu,2
asakku,2
Belet-Kidmuri,2
šebû,2
nazāru,2
Beltia,2
išpallurtu,2
līpu,2
tašlimtu,2
hazannūtu,2
Nabu-šarhu-ubaša,2
Sarrabanaya,2
Tarbiṣu,2
Parruṭu,2
šakru,2
ṭupšarrūtu,2
ṣītu,2
Urtaku,2
ša-muhhi-huluhhi,2
hiddu,2
ša-šērāti,2
danniš,2
Illabani,1
girûtu,1
pannugu,1
šunāʾa,1
Ištahup,1
Kubaba-ereš,1
Tuqunu,1
Kimumaya,1
Aššur-ereš,1
Urik,1
ziqnu,1
šakkulu,1
Istuandaya,1
Bit-Purutaš,1
kaʾādu,1
ebīhu,1
kurû,1
kunnušu,1
Deraya,1
Ban-Ammanaya,1
Udumaya,1
kisallu,1
ṣipru,1
huppu,1
Mannu-ki-Aššur-leʾi,1
Kapar-Mariyaba,1
Kapar-Amdanu,1
Hadina,1
mugguru,1
Yasubuqu,1
ʾAtaya,1
karku,1
gumakillu,1
Abattu,1
Qanni,1
mēlû,1
šībūtu,1
kīniš,1
rēʾûtu,1
šadālu,1
naṣru,1
kippu,1
huhāru,1
ramāku,1
dayyaltu,1
munnagru,1
Dada,1
Adad-iriba,1
kašāru,1
Aššur-ašared,1
Hamudu,1
hadi,1
Arzabia,1
Zahe,1
Šuguraya,1
hanniqu,1
Nipur,1
Rabla,1
Rahdiaba,1
turtānūtu,1
Inurta-belu-uṣur,1
eṣru,1
Zabbua,1
šakālu,1
Muṣaṣir,1
šaʾʾurtu,1
šahālu,1
Urabu,1
qanšu,1
Marubištu,1
šākiru,1
šupêlu,1
Tabni-ilu,1
kê,1
kilallān,1
eṣdu,1
Elizki,1
zaqquru,1
Til-Turi,1
šamāṭu,1
naquttu,1
Dadi-suri,1
harurtu,1
šiddi-nārāya,1
nāgurtu,1
Sanda-pi,1
Kuza,1
ša-sāgātēšu,1
Ubru-Babili,1
Habhu,1
Yeri,1
Šuzubu,1
Adad-nuri,1
šalāʾu,1
miqittu,1
nimraʾu,1
šūlû,1
dīktu,1
Wazaun,1
Muṣaṣiraya,1
rīqūtu,1
Nergal-balliṭ,1
Pilistaya,1
Luqaše,1
Sili,1
Ziziru,1
aširtu,1
Ṣil-Šamaš,1
Bel-deni-amur,1
Patamu,1
Qipanu,1
Adda-šumki,1
Labarmu,1
Appa,1
Haldi-naṣir,1
Yaʾiru,1
Sazana,1
Ašapi,1
Maniʾ,1
katāru,1
Bit-Sin,1
Bit-Šamaš,1
Bit-Nikkal,1
sarāmû,1
kursimtu,1
Qurani,1
Sinnu,1
Bel-age,1
Lurisite,1
muṣallu,1
Hasaya,1
kerku,1
niāru,1
Simanayu,1
Aššur-naʾdi,1
Bit-Adad-ša-zunni,1
Alu-ša-tamkari,1
Šitabni,1
Mat-rab-šaqe,1
nagmuru,1
Lapsia,1
Lili,1
Issar-tašme,1
Tarqunani,1
Tasi,1
Erra-gamil,1
Zabina-ili,1
angāšu,1
mušlu,1
qerû,1
Ṣil-Bel,1
Kapar-Diqarate,1
harpu,1
Samnuha-bessunu,1
Kannuʾaya,1
Ṭabtaya,1
Tarriki-hallu,1
atbaru,1
mādidu,1
Aššur-dalal,1
emu,1
Urzana,1
Mutianni,1
Aššur-neše,1
daʾāpu,1
hasāpu,1
Šibirtu,1
Huhhu,1
mazāqu,1
Duru,1
pišannu,1
Seʾ-gabbari,1
Nerab,1
mukinnu,1
Kukab,1
mašāʾu,1
rummû,1
libbātu,1
Adad-abuʾa,1
Ubru-Libbali,1
napšu,1
Kuna,1
huṣṣu,1
haṣāṣu,1
šumruṣu,1
Maliasu,1
Ṣululu,1
Me-ṭabute,1
Amantu,1
Kasappa,1
middatu,1
Galṣabri,1
šamru,1
šupālītu,1
kaṣpu,1
Udinu,1
pahhurtu,1
ša-mušezibti,1
Nabu-zaqip-keni,1
paspasu,1
Maškalaya,1
Ibbaya,1
Kalbu,1
Baninu,1
Lešir-Adad,1
Maʾa-il,1
Adda-abi,1
Ilu-liphur,1
Bazazu,1
Ahu-kenu,1
Harimi,1
Il-zabadda,1
Sime-ila,1
Kubaba-satar,1
Saʾalti-il,1
Astar-gaddi,1
Nashir-ilu,1
Kapar-Hane,1
Agganu,1
Ṭuʾa-abi,1
Apladad-siʾa,1
ša-qaštu,1
Til-rahawa,1
Kapar-Saqamanu,1
Aššur-raʾim-šarri,1
Kapar-ilani,1
Hamuna,1
Kuru,1
Izzia,1
Kummu,1
šiqdu,1
abūbu,1
Kapar,1
atmanu,1
Šiti-tabni,1
Amat-Emuni,1
nargallatu,1
ṭupšarratu,1
Andariya,1
Duʾraya,1
nappāhtu,1
pallissu,1
gallabtu,1
muraqqītu,1
šāqītu,1
ēpītu,1
Nikkal-hammat,1
mašennatu,1
Humatati,1
Nikkal-šarrat,1
Aššur-ahhe-balliṭ,1
Giri-Ṣapunu,1
Marduk-šumu-uṣur,1
Denu-amur,1
Aššur-šakin-leti,1
Šamaš-pirʾu-uṣur,1
Sin-dan,1
Nabu-natkil,1
Ṭab-šar-Nabu,1
Aššur-zaqip,1
Urdu-Adad,1
Sin-iqbi,1
Adda-rahimu,1
Abi-qamu,1
Leʾi-pašir,1
Ušebišuna,1
Nabu-kuzub-ilani,1
Ahhe-riba,1
Zuarzuarza,1
Tiluli,1
Bunaya,1
Etel-pu,1
Nabu-nadin-šumi,1
Nabu-pirʾu-lešir,1
Aqaraya,1
Qurdi-Arbail,1
Palil-bani-ahhe,1
Raʾsi,1
Ṣi-Hu,1
harṭibu,1
Huru,1
Nimmurau,1
Hur-waṣi,1
Pilanzazu,1
Saʾiru,1
Urdu-Ea,1
Nergal-zeru-ibni,1
ša-bēt-šaknūti,1
Šep-Adad,1
Kabti-ili,1
Seʾ-qamu,1
Sin-naṣir,1
Sin-šar-ilani,1
Bulu-zakaru,1
Nabu-dayan,1
Bir-Yama,1
Hanisiku,1
Iltadaya,1
Ser-nuri,1
Ahhe-šallim,1
Adad-ahhe-šallim,1
Sakkuku,1
Huhamaya,1
Ambattu,1
Nergal-šarrani,1
